FinID,ConsultantID,ConsultantName,RegionID,Year,MonthNum,ConsultationRevenue_GBP,RetailRevenue_GBP,TotalRevenue_GBP,ConsultationBudget_GBP,RetailBudget_GBP,TotalBudget_GBP,RevenueVsBudget_GBP,RevenueVsBudget_Pct,FranchiseFee_GBP,StylistCommission_GBP,MarketingCost_GBP,OperationalCost_GBP,ProductCOGS_GBP,TotalCost_GBP,GrossProfit_GBP,NetProfit_GBP,ProfitMargin_Pct
FIN000394,CON011,James Smith,RG01,2024,12,3536.66,1656.02,5192.68,3450.0,1380.0,4830.0,362.68,107.5,415.41,1061.0,259.63,522.48,745.21,3003.73,4447.47,2188.95,42.2
FIN000395,CON011,James Smith,RG01,2025,1,2197.63,1285.21,3482.84,2640.0,1056.0,3696.0,-213.16,94.2,278.63,659.29,174.14,216.92,578.34,1907.32,2904.5,1575.52,45.2
FIN000396,CON011,James Smith,RG01,2025,2,2134.26,1322.85,3457.11,2640.0,1056.0,3696.0,-238.89,93.5,276.57,640.28,172.86,544.84,595.28,2229.83,2861.83,1227.28,35.5
FIN000397,CON011,James Smith,RG01,2025,3,3177.27,1252.85,4430.12,3000.0,1200.0,4200.0,230.12,105.5,354.41,953.18,221.51,483.8,563.78,2576.68,3866.34,1853.44,41.8
FIN000398,CON011,James Smith,RG01,2025,4,2963.89,922.92,3886.81,3000.0,1200.0,4200.0,-313.19,92.5,310.94,889.17,194.34,208.34,415.31,2018.1,3471.5,1868.71,48.1
FIN000399,CON011,James Smith,RG01,2025,5,2838.44,1416.95,4255.39,3000.0,1200.0,4200.0,55.39,101.3,340.43,851.53,212.77,447.25,637.63,2489.61,3617.76,1765.78,41.5
FIN000400,CON011,James Smith,RG01,2025,6,3805.09,1622.41,5427.5,3240.0,1296.0,4536.0,891.5,119.7,434.2,1141.53,271.38,235.25,730.08,2812.44,4697.42,2615.06,48.2
FIN000401,CON011,James Smith,RG01,2025,7,3823.26,1096.4,4919.66,3240.0,1296.0,4536.0,383.66,108.5,393.57,1146.98,245.98,435.55,493.38,2715.46,4426.28,2204.2,44.8
FIN000402,CON011,James Smith,RG01,2025,8,3355.94,1214.95,4570.89,3240.0,1296.0,4536.0,34.89,100.8,365.67,1006.78,228.54,324.11,546.73,2471.83,4024.16,2099.06,45.9
FIN000403,CON011,James Smith,RG01,2025,9,2858.34,1079.81,3938.15,3000.0,1200.0,4200.0,-261.85,93.8,315.05,857.5,196.91,267.25,485.91,2122.62,3452.24,1815.53,46.1
FIN000404,CON011,James Smith,RG01,2025,10,3089.15,922.1,4011.25,3000.0,1200.0,4200.0,-188.75,95.5,320.9,926.75,200.56,403.98,414.94,2267.13,3596.31,1744.12,43.5
FIN000405,CON011,James Smith,RG01,2025,11,4166.45,1255.28,5421.73,3450.0,1380.0,4830.0,591.73,112.3,433.74,1249.93,271.09,490.95,564.88,3010.59,4856.85,2411.14,44.5
FIN000406,CON011,James Smith,RG01,2025,12,4031.42,1640.85,5672.27,3450.0,1380.0,4830.0,842.27,117.4,453.78,1209.43,283.61,294.51,738.38,2979.71,4933.89,2692.56,47.5
FIN000407,CON011,James Smith,RG01,2026,1,2285.98,864.19,3150.17,2640.0,1056.0,3696.0,-545.83,85.2,252.01,685.79,157.51,440.96,388.89,1925.16,2761.28,1225.01,38.9
FIN000408,CON012,David Brown,RG02,2023,1,4020.18,962.11,4982.29,3520.0,880.0,4400.0,582.29,113.2,398.58,1206.05,249.11,270.86,432.95,2557.55,4549.34,2424.74,48.7
FIN000409,CON012,David Brown,RG02,2023,2,4040.19,876.89,4917.08,3520.0,880.0,4400.0,517.08,111.8,393.37,1212.06,245.85,501.78,394.6,2747.66,4522.48,2169.42,44.1
FIN000410,CON012,David Brown,RG02,2023,3,4567.78,969.34,5537.12,4000.0,1000.0,5000.0,537.12,110.7,442.97,1370.33,276.86,569.66,436.2,3096.02,5100.92,2441.1,44.1
FIN000411,CON012,David Brown,RG02,2023,4,4216.09,1081.18,5297.27,4000.0,1000.0,5000.0,297.27,105.9,423.78,1264.83,264.86,449.81,486.53,2889.81,4810.74,2407.46,45.4
FIN000412,CON012,David Brown,RG02,2023,5,4755.64,1076.33,5831.97,4000.0,1000.0,5000.0,831.97,116.6,466.56,1426.69,291.6,260.38,484.35,2929.58,5347.62,2902.39,49.8
FIN000413,CON012,David Brown,RG02,2023,6,3588.75,1042.55,4631.3,4320.0,1080.0,5400.0,-768.7,85.8,370.5,1076.62,231.57,321.13,469.15,2468.97,4162.15,2162.33,46.7
FIN000414,CON012,David Brown,RG02,2023,7,3989.97,792.4,4782.37,4320.0,1080.0,5400.0,-617.63,88.6,382.59,1196.99,239.12,402.93,356.58,2578.21,4425.79,2204.16,46.1
FIN000415,CON012,David Brown,RG02,2023,8,4059.43,1048.84,5108.27,4320.0,1080.0,5400.0,-291.73,94.6,408.66,1217.83,255.41,222.76,471.98,2576.64,4636.29,2531.63,49.6
FIN000416,CON012,David Brown,RG02,2023,9,4697.05,746.04,5443.09,4000.0,1000.0,5000.0,443.09,108.9,435.45,1409.12,272.15,545.7,335.72,2998.14,5107.37,2444.95,44.9
FIN000417,CON012,David Brown,RG02,2023,10,4739.53,1069.01,5808.54,4000.0,1000.0,5000.0,808.54,116.2,464.68,1421.86,290.43,402.83,481.05,3060.85,5327.49,2747.69,47.3
FIN000418,CON012,David Brown,RG02,2023,11,4637.81,1187.48,5825.29,4600.0,1150.0,5750.0,75.29,101.3,466.02,1391.34,291.26,516.73,534.37,3199.72,5290.92,2625.57,45.1
FIN000419,CON012,David Brown,RG02,2023,12,5534.46,1115.32,6649.78,4600.0,1150.0,5750.0,899.78,115.6,531.98,1660.34,332.49,523.93,501.89,3550.63,6147.89,3099.15,46.6
FIN000420,CON012,David Brown,RG02,2024,1,3848.51,785.77,4634.28,3520.0,880.0,4400.0,234.28,105.3,370.74,1154.55,231.71,390.25,353.6,2500.85,4280.68,2133.43,46.0
FIN000421,CON012,David Brown,RG02,2024,2,3054.96,648.67,3703.63,3520.0,880.0,4400.0,-696.37,84.2,296.29,916.49,185.18,241.4,291.9,1931.26,3411.73,1772.37,47.9
FIN000422,CON012,David Brown,RG02,2024,3,4818.43,906.06,5724.49,4000.0,1000.0,5000.0,724.49,114.5,457.96,1445.53,286.22,485.73,407.73,3083.17,5316.76,2641.32,46.1
FIN000423,CON012,David Brown,RG02,2024,4,4108.19,803.54,4911.73,4000.0,1000.0,5000.0,-88.27,98.2,392.94,1232.46,245.59,299.1,361.59,2531.68,4550.14,2380.05,48.5
FIN000424,CON012,David Brown,RG02,2024,5,3987.96,963.65,4951.61,4000.0,1000.0,5000.0,-48.39,99.0,396.13,1196.39,247.58,409.1,433.64,2682.84,4517.97,2268.77,45.8
FIN000425,CON012,David Brown,RG02,2024,6,3764.6,997.61,4762.21,4320.0,1080.0,5400.0,-637.79,88.2,380.98,1129.38,238.11,313.16,448.92,2510.55,4313.29,2251.66,47.3
FIN000426,CON012,David Brown,RG02,2024,7,4250.65,975.26,5225.91,4320.0,1080.0,5400.0,-174.09,96.8,418.07,1275.19,261.3,439.15,438.87,2832.58,4787.04,2393.33,45.8
FIN000427,CON012,David Brown,RG02,2024,8,4990.26,1175.45,6165.71,4320.0,1080.0,5400.0,765.71,114.2,493.26,1497.08,308.29,226.36,528.95,3053.94,5636.76,3111.77,50.5
FIN000428,CON012,David Brown,RG02,2024,9,3370.11,1107.03,4477.14,4000.0,1000.0,5000.0,-522.86,89.5,358.17,1011.03,223.86,313.66,498.16,2404.88,3978.98,2072.26,46.3
FIN000429,CON012,David Brown,RG02,2024,10,4502.72,1093.94,5596.66,4000.0,1000.0,5000.0,596.66,111.9,447.73,1350.82,279.83,562.54,492.27,3133.19,5104.39,2463.47,44.0
FIN000430,CON012,David Brown,RG02,2024,11,5487.69,1035.02,6522.71,4600.0,1150.0,5750.0,772.71,113.4,521.82,1646.31,326.14,433.1,465.76,3393.13,6056.95,3129.58,48.0
FIN000431,CON012,David Brown,RG02,2024,12,3972.76,1046.38,5019.14,4600.0,1150.0,5750.0,-730.86,87.3,401.53,1191.83,250.96,587.08,470.87,2902.27,4548.27,2116.87,42.2
FIN000432,CON012,David Brown,RG02,2025,1,3922.39,822.95,4745.34,3520.0,880.0,4400.0,345.34,107.8,379.63,1176.72,237.27,438.02,370.33,2601.97,4375.01,2143.37,45.2
FIN000433,CON012,David Brown,RG02,2025,2,4301.8,779.46,5081.26,3520.0,880.0,4400.0,681.26,115.5,406.5,1290.54,254.06,350.67,350.76,2652.53,4730.5,2428.73,47.8
FIN000434,CON012,David Brown,RG02,2025,3,4624.99,1187.91,5812.9,4000.0,1000.0,5000.0,812.9,116.3,465.03,1387.5,290.64,468.05,534.56,3145.78,5278.34,2667.12,45.9
FIN000435,CON012,David Brown,RG02,2025,4,4692.13,1143.26,5835.39,4000.0,1000.0,5000.0,835.39,116.7,466.83,1407.64,291.77,474.17,514.47,3154.88,5320.92,2680.51,45.9
FIN000436,CON012,David Brown,RG02,2025,5,4147.51,1087.61,5235.12,4000.0,1000.0,5000.0,235.12,104.7,418.81,1244.25,261.76,369.36,489.42,2783.6,4745.7,2451.52,46.8
FIN000437,CON012,David Brown,RG02,2025,6,4159.39,990.96,5150.35,4320.0,1080.0,5400.0,-249.65,95.4,412.03,1247.82,257.52,272.11,445.93,2635.41,4704.42,2514.94,48.8
FIN000438,CON012,David Brown,RG02,2025,7,3872.39,1370.09,5242.48,4320.0,1080.0,5400.0,-157.52,97.1,419.4,1161.72,262.12,394.51,616.54,2854.29,4625.94,2388.19,45.6
FIN000439,CON012,David Brown,RG02,2025,8,3896.4,845.14,4741.54,4320.0,1080.0,5400.0,-658.46,87.8,379.32,1168.92,237.08,230.87,380.31,2396.5,4361.23,2345.04,49.5
FIN000440,CON012,David Brown,RG02,2025,9,4719.97,760.68,5480.65,4000.0,1000.0,5000.0,480.65,109.6,438.45,1415.99,274.03,508.35,342.31,2979.13,5138.34,2501.52,45.6
FIN000441,CON012,David Brown,RG02,2025,10,4703.22,1230.21,5933.43,4000.0,1000.0,5000.0,933.43,118.7,474.67,1410.97,296.67,215.1,553.59,2951.0,5379.84,2982.43,50.3
FIN000442,CON012,David Brown,RG02,2025,11,4377.1,1333.75,5710.85,4600.0,1150.0,5750.0,-39.15,99.3,456.87,1313.13,285.54,252.42,600.19,2908.15,5110.66,2802.7,49.1
FIN000443,CON012,David Brown,RG02,2025,12,4459.81,916.95,5376.76,4600.0,1150.0,5750.0,-373.24,93.5,430.14,1337.94,268.84,532.54,412.63,2982.09,4964.13,2394.67,44.5
FIN000444,CON012,David Brown,RG02,2026,1,4037.42,1043.18,5080.6,3520.0,880.0,4400.0,680.6,115.5,406.45,1211.23,254.03,266.22,469.43,2607.36,4611.17,2473.24,48.7
FIN000445,CON013,Mark Taylor,RG03,2023,1,3070.62,999.52,4070.14,3080.0,1056.0,4136.0,-65.86,98.4,325.61,921.19,203.51,470.55,449.78,2370.64,3620.36,1699.5,41.8
FIN000446,CON013,Mark Taylor,RG03,2023,2,2793.22,1020.64,3813.86,3080.0,1056.0,4136.0,-322.14,92.2,305.11,837.97,190.69,313.97,459.29,2107.03,3354.57,1706.83,44.8
FIN000447,CON013,Mark Taylor,RG03,2023,3,3978.95,1163.23,5142.18,3500.0,1200.0,4700.0,442.18,109.4,411.37,1193.68,257.11,413.6,523.45,2799.21,4618.73,2342.97,45.6
FIN000448,CON013,Mark Taylor,RG03,2023,4,3287.41,1422.21,4709.62,3500.0,1200.0,4700.0,9.62,100.2,376.77,986.22,235.48,387.61,639.99,2626.07,4069.63,2083.55,44.2
FIN000449,CON013,Mark Taylor,RG03,2023,5,4115.3,1104.85,5220.15,3500.0,1200.0,4700.0,520.15,111.1,417.61,1234.59,261.01,578.85,497.18,2989.24,4722.97,2230.91,42.7
FIN000450,CON013,Mark Taylor,RG03,2023,6,4698.53,1266.2,5964.73,3780.0,1296.0,5076.0,888.73,117.5,477.18,1409.56,298.24,312.71,569.79,3067.48,5394.94,2897.25,48.6
FIN000451,CON013,Mark Taylor,RG03,2023,7,3673.57,1317.35,4990.92,3780.0,1296.0,5076.0,-85.08,98.3,399.27,1102.07,249.55,586.51,592.81,2930.21,4398.11,2060.71,41.3
FIN000452,CON013,Mark Taylor,RG03,2023,8,4413.53,1530.26,5943.79,3780.0,1296.0,5076.0,867.79,117.1,475.5,1324.06,297.19,255.36,688.62,3040.73,5255.17,2903.06,48.8
FIN000453,CON013,Mark Taylor,RG03,2023,9,3193.76,1301.65,4495.41,3500.0,1200.0,4700.0,-204.59,95.6,359.63,958.13,224.77,549.65,585.74,2677.92,3909.67,1817.49,40.4
FIN000454,CON013,Mark Taylor,RG03,2023,10,3673.4,913.86,4587.26,3500.0,1200.0,4700.0,-112.74,97.6,366.98,1102.02,229.36,538.36,411.24,2647.96,4176.02,1939.3,42.3
FIN000455,CON013,Mark Taylor,RG03,2023,11,4761.67,1202.03,5963.7,4025.0,1380.0,5405.0,558.7,110.3,477.1,1428.5,298.19,505.25,540.91,3249.95,5422.79,2713.75,45.5
FIN000456,CON013,Mark Taylor,RG03,2023,12,3714.09,1715.59,5429.68,4025.0,1380.0,5405.0,24.68,100.5,434.37,1114.23,271.48,258.94,772.02,2851.04,4657.66,2578.64,47.5
FIN000457,CON013,Mark Taylor,RG03,2024,1,3070.34,1338.85,4409.19,3080.0,1056.0,4136.0,273.19,106.6,352.74,921.1,220.46,288.82,602.48,2385.6,3806.71,2023.59,45.9
FIN000458,CON013,Mark Taylor,RG03,2024,2,3089.26,960.7,4049.96,3080.0,1056.0,4136.0,-86.04,97.9,324.0,926.78,202.5,210.67,432.32,2096.27,3617.64,1953.69,48.2
FIN000459,CON013,Mark Taylor,RG03,2024,3,2883.88,1201.45,4085.33,3500.0,1200.0,4700.0,-614.67,86.9,326.83,865.16,204.27,294.31,540.65,2231.22,3544.68,1854.11,45.4
FIN000460,CON013,Mark Taylor,RG03,2024,4,4366.38,1109.94,5476.32,3500.0,1200.0,4700.0,776.32,116.5,438.11,1309.91,273.82,211.28,499.47,2732.59,4976.85,2743.73,50.1
FIN000461,CON013,Mark Taylor,RG03,2024,5,4266.05,1444.21,5710.26,3500.0,1200.0,4700.0,1010.26,121.5,456.82,1279.82,285.51,459.98,649.89,3132.02,5060.37,2578.24,45.2
FIN000462,CON013,Mark Taylor,RG03,2024,6,4370.14,1014.2,5384.34,3780.0,1296.0,5076.0,308.34,106.1,430.75,1311.04,269.22,314.75,456.39,2782.15,4927.95,2602.19,48.3
FIN000463,CON013,Mark Taylor,RG03,2024,7,4435.42,1448.47,5883.89,3780.0,1296.0,5076.0,807.89,115.9,470.71,1330.63,294.19,255.52,651.81,3002.86,5232.08,2881.03,49.0
FIN000464,CON013,Mark Taylor,RG03,2024,8,4224.12,1256.03,5480.15,3780.0,1296.0,5076.0,404.15,108.0,438.41,1267.24,274.01,202.1,565.21,2746.97,4914.94,2733.18,49.9
FIN000465,CON013,Mark Taylor,RG03,2024,9,2924.78,1024.27,3949.05,3500.0,1200.0,4700.0,-750.95,84.0,315.92,877.43,197.45,533.99,460.92,2385.71,3488.13,1563.34,39.6
FIN000466,CON013,Mark Taylor,RG03,2024,10,3664.37,1363.61,5027.98,3500.0,1200.0,4700.0,327.98,107.0,402.24,1099.31,251.4,411.11,613.62,2777.68,4414.36,2250.3,44.8
FIN000467,CON013,Mark Taylor,RG03,2024,11,3421.39,1204.55,4625.94,4025.0,1380.0,5405.0,-779.06,85.6,370.08,1026.42,231.3,320.46,542.05,2490.31,4083.89,2135.63,46.2
FIN000468,CON013,Mark Taylor,RG03,2024,12,3306.49,1313.62,4620.11,4025.0,1380.0,5405.0,-784.89,85.5,369.61,991.95,231.01,517.56,591.13,2701.26,4028.98,1918.85,41.5
FIN000469,CON013,Mark Taylor,RG03,2025,1,3097.56,809.44,3907.0,3080.0,1056.0,4136.0,-229.0,94.5,312.56,929.27,195.35,562.06,364.25,2363.49,3542.75,1543.51,39.5
FIN000470,CON013,Mark Taylor,RG03,2025,2,3291.08,749.61,4040.69,3080.0,1056.0,4136.0,-95.31,97.7,323.26,987.32,202.03,406.15,337.32,2256.08,3703.37,1784.61,44.2
FIN000471,CON013,Mark Taylor,RG03,2025,3,3181.05,943.38,4124.43,3500.0,1200.0,4700.0,-575.57,87.8,329.95,954.32,206.22,371.7,424.52,2286.71,3699.91,1837.72,44.6
FIN000472,CON013,Mark Taylor,RG03,2025,4,3768.33,1013.21,4781.54,3500.0,1200.0,4700.0,81.54,101.7,382.52,1130.5,239.08,366.63,455.94,2574.67,4325.6,2206.87,46.2
FIN000473,CON013,Mark Taylor,RG03,2025,5,3846.38,901.64,4748.02,3500.0,1200.0,4700.0,48.02,101.0,379.84,1153.91,237.4,589.86,405.74,2766.75,4342.28,1981.27,41.7
FIN000474,CON013,Mark Taylor,RG03,2025,6,3139.12,1316.26,4455.38,3780.0,1296.0,5076.0,-620.62,87.8,356.43,941.74,222.77,402.93,592.32,2516.19,3863.06,1939.19,43.5
FIN000475,CON013,Mark Taylor,RG03,2025,7,4705.15,1338.11,6043.26,3780.0,1296.0,5076.0,967.26,119.1,483.46,1411.54,302.16,356.18,602.15,3155.49,5441.11,2887.77,47.8
FIN000476,CON013,Mark Taylor,RG03,2025,8,3823.7,1401.5,5225.2,3780.0,1296.0,5076.0,149.2,102.9,418.02,1147.11,261.26,592.42,630.68,3049.49,4594.52,2175.71,41.6
FIN000477,CON013,Mark Taylor,RG03,2025,9,3199.5,851.69,4051.19,3500.0,1200.0,4700.0,-648.81,86.2,324.1,959.85,202.56,515.41,383.26,2385.18,3667.93,1666.01,41.1
FIN000478,CON013,Mark Taylor,RG03,2025,10,3343.06,1367.72,4710.78,3500.0,1200.0,4700.0,10.78,100.2,376.86,1002.92,235.54,451.3,615.47,2682.09,4095.31,2028.69,43.1
FIN000479,CON013,Mark Taylor,RG03,2025,11,4617.38,1574.73,6192.11,4025.0,1380.0,5405.0,787.11,114.6,495.37,1385.21,309.61,333.01,708.63,3231.83,5483.48,2960.28,47.8
FIN000480,CON013,Mark Taylor,RG03,2025,12,3300.3,1418.1,4718.4,4025.0,1380.0,5405.0,-686.6,87.3,377.47,990.09,235.92,525.4,638.14,2767.02,4080.26,1951.38,41.4
FIN000481,CON013,Mark Taylor,RG03,2026,1,2706.67,1232.86,3939.53,3080.0,1056.0,4136.0,-196.47,95.2,315.16,812.0,196.98,385.85,554.79,2264.78,3384.74,1674.75,42.5
FIN000482,CON014,Tom Davis,RG04,2023,1,2938.12,1424.33,4362.45,2640.0,1320.0,3960.0,402.45,110.2,349.0,881.44,218.12,524.6,640.95,2614.11,3721.5,1748.34,40.1
FIN000483,CON014,Tom Davis,RG04,2023,2,2186.96,1538.74,3725.7,2640.0,1320.0,3960.0,-234.3,94.1,298.06,656.09,186.28,383.07,692.43,2215.93,3033.27,1509.77,40.5
FIN000484,CON014,Tom Davis,RG04,2023,3,2796.15,1089.43,3885.58,3000.0,1500.0,4500.0,-614.42,86.3,310.85,838.85,194.28,279.79,490.24,2114.01,3395.34,1771.57,45.6
FIN000485,CON014,Tom Davis,RG04,2023,4,2456.57,1890.03,4346.6,3000.0,1500.0,4500.0,-153.4,96.6,347.73,736.97,217.33,406.15,850.51,2558.69,3496.09,1787.91,41.1
FIN000486,CON014,Tom Davis,RG04,2023,5,3735.32,1538.73,5274.05,3000.0,1500.0,4500.0,774.05,117.2,421.92,1120.6,263.7,301.33,692.43,2799.98,4581.62,2474.07,46.9
FIN000487,CON014,Tom Davis,RG04,2023,6,3690.3,1319.75,5010.05,3240.0,1620.0,4860.0,150.05,103.1,400.8,1107.09,250.5,342.79,593.89,2695.07,4416.16,2314.98,46.2
FIN000488,CON014,Tom Davis,RG04,2023,7,3730.47,1975.56,5706.03,3240.0,1620.0,4860.0,846.03,117.4,456.48,1119.14,285.3,332.77,889.0,3082.69,4817.03,2623.34,46.0
FIN000489,CON014,Tom Davis,RG04,2023,8,2773.48,1491.71,4265.19,3240.0,1620.0,4860.0,-594.81,87.8,341.22,832.04,213.26,555.79,671.27,2613.58,3593.92,1651.61,38.7
FIN000490,CON014,Tom Davis,RG04,2023,9,3403.47,1855.17,5258.64,3000.0,1500.0,4500.0,758.64,116.9,420.69,1021.04,262.93,354.66,834.83,2894.15,4423.81,2364.49,45.0
FIN000491,CON014,Tom Davis,RG04,2023,10,3714.53,1496.58,5211.11,3000.0,1500.0,4500.0,711.11,115.8,416.89,1114.36,260.56,399.01,673.46,2864.28,4537.65,2346.83,45.0
FIN000492,CON014,Tom Davis,RG04,2023,11,4194.99,1744.95,5939.94,3450.0,1725.0,5175.0,764.94,114.8,475.2,1258.5,297.0,520.46,785.23,3336.39,5154.71,2603.55,43.8
FIN000493,CON014,Tom Davis,RG04,2023,12,3888.79,1289.19,5177.98,3450.0,1725.0,5175.0,2.98,100.1,414.24,1166.64,258.9,440.98,580.14,2860.9,4597.84,2317.08,44.7
FIN000494,CON014,Tom Davis,RG04,2024,1,3088.94,1356.02,4444.96,2640.0,1320.0,3960.0,484.96,112.2,355.6,926.68,222.25,328.48,610.21,2443.22,3834.75,2001.74,45.0
FIN000495,CON014,Tom Davis,RG04,2024,2,2207.12,1447.45,3654.57,2640.0,1320.0,3960.0,-305.43,92.3,292.37,662.14,182.73,322.6,651.35,2111.19,3003.22,1543.38,42.2
FIN000496,CON014,Tom Davis,RG04,2024,3,3213.54,1433.5,4647.04,3000.0,1500.0,4500.0,147.04,103.3,371.76,964.06,232.35,475.91,645.08,2689.16,4001.96,1957.88,42.1
FIN000497,CON014,Tom Davis,RG04,2024,4,2874.59,1088.12,3962.71,3000.0,1500.0,4500.0,-537.29,88.1,317.02,862.38,198.14,548.01,489.65,2415.2,3473.06,1547.51,39.1
FIN000498,CON014,Tom Davis,RG04,2024,5,2875.96,1948.34,4824.3,3000.0,1500.0,4500.0,324.3,107.2,385.94,862.79,241.22,309.82,876.75,2676.52,3947.55,2147.78,44.5
FIN000499,CON014,Tom Davis,RG04,2024,6,4020.88,2055.36,6076.24,3240.0,1620.0,4860.0,1216.24,125.0,486.1,1206.26,303.81,230.02,924.91,3151.1,5151.33,2925.14,48.1
FIN000500,CON014,Tom Davis,RG04,2024,7,3521.49,1487.14,5008.63,3240.0,1620.0,4860.0,148.63,103.1,400.69,1056.45,250.43,520.44,669.21,2897.22,4339.42,2111.41,42.2
FIN000501,CON014,Tom Davis,RG04,2024,8,3582.58,2060.11,5642.69,3240.0,1620.0,4860.0,782.69,116.1,451.42,1074.77,282.13,257.11,927.05,2992.48,4715.64,2650.21,47.0
FIN000502,CON014,Tom Davis,RG04,2024,9,3220.22,1753.18,4973.4,3000.0,1500.0,4500.0,473.4,110.5,397.87,966.07,248.67,213.92,788.93,2615.46,4184.47,2357.94,47.4
FIN000503,CON014,Tom Davis,RG04,2024,10,2490.77,1750.66,4241.43,3000.0,1500.0,4500.0,-258.57,94.3,339.31,747.23,212.07,346.53,787.8,2432.94,3453.63,1808.49,42.6
FIN000504,CON014,Tom Davis,RG04,2024,11,3354.38,1794.6,5148.98,3450.0,1725.0,5175.0,-26.02,99.5,411.92,1006.31,257.45,442.04,807.57,2925.29,4341.41,2223.69,43.2
FIN000505,CON014,Tom Davis,RG04,2024,12,3814.24,2189.53,6003.77,3450.0,1725.0,5175.0,828.77,116.0,480.3,1144.27,300.19,348.81,985.29,3258.86,5018.48,2744.91,45.7
FIN000506,CON014,Tom Davis,RG04,2025,1,3018.54,1378.55,4397.09,2640.0,1320.0,3960.0,437.09,111.0,351.77,905.56,219.85,411.78,620.35,2509.31,3776.74,1887.78,42.9
FIN000507,CON014,Tom Davis,RG04,2025,2,2584.86,1438.45,4023.31,2640.0,1320.0,3960.0,63.31,101.6,321.86,775.46,201.17,299.84,647.3,2245.63,3376.01,1777.68,44.2
FIN000508,CON014,Tom Davis,RG04,2025,3,2553.16,1712.11,4265.27,3000.0,1500.0,4500.0,-234.73,94.8,341.22,765.95,213.26,399.62,770.45,2490.5,3494.82,1774.77,41.6
FIN000509,CON014,Tom Davis,RG04,2025,4,2922.43,1555.51,4477.94,3000.0,1500.0,4500.0,-22.06,99.5,358.24,876.73,223.9,304.71,699.98,2463.56,3777.96,2014.38,45.0
FIN000510,CON014,Tom Davis,RG04,2025,5,2751.39,1451.65,4203.04,3000.0,1500.0,4500.0,-296.96,93.4,336.24,825.42,210.15,598.55,653.24,2623.6,3549.8,1579.44,37.6
FIN000511,CON014,Tom Davis,RG04,2025,6,3008.37,2024.82,5033.19,3240.0,1620.0,4860.0,173.19,103.6,402.66,902.51,251.66,396.48,911.17,2864.48,4122.02,2168.71,43.1
FIN000512,CON014,Tom Davis,RG04,2025,7,2770.81,1962.95,4733.76,3240.0,1620.0,4860.0,-126.24,97.4,378.7,831.24,236.69,380.82,883.33,2710.78,3850.43,2022.98,42.7
FIN000513,CON014,Tom Davis,RG04,2025,8,3902.27,1566.65,5468.92,3240.0,1620.0,4860.0,608.92,112.5,437.51,1170.68,273.45,235.12,704.99,2821.75,4763.93,2647.17,48.4
FIN000514,CON014,Tom Davis,RG04,2025,9,3320.6,1810.97,5131.57,3000.0,1500.0,4500.0,631.57,114.0,410.53,996.18,256.58,327.84,814.94,2806.07,4316.63,2325.5,45.3
FIN000515,CON014,Tom Davis,RG04,2025,10,2869.02,1108.45,3977.47,3000.0,1500.0,4500.0,-522.53,88.4,318.2,860.71,198.87,416.87,498.8,2293.45,3478.67,1684.02,42.3
FIN000516,CON014,Tom Davis,RG04,2025,11,4143.79,2088.66,6232.45,3450.0,1725.0,5175.0,1057.45,120.4,498.6,1243.14,311.62,484.72,939.9,3477.98,5292.55,2754.47,44.2
FIN000517,CON014,Tom Davis,RG04,2025,12,4199.67,1867.52,6067.19,3450.0,1725.0,5175.0,892.19,117.2,485.38,1259.9,303.36,517.48,840.38,3406.5,5226.81,2660.69,43.9
FIN000518,CON014,Tom Davis,RG04,2026,1,2716.4,1020.12,3736.52,2640.0,1320.0,3960.0,-223.48,94.4,298.92,814.92,186.83,280.39,459.05,2040.11,3277.47,1696.41,45.4
FIN000519,CON015,Raj Miller,RG05,2023,1,3035.98,1033.32,4069.3,3520.0,880.0,4400.0,-330.7,92.5,325.54,910.79,203.47,210.51,464.99,2115.3,3604.31,1954.0,48.0
FIN000520,CON015,Raj Miller,RG05,2023,2,3693.57,810.79,4504.36,3520.0,880.0,4400.0,104.36,102.4,360.35,1108.07,225.22,521.46,364.86,2579.96,4139.5,1924.4,42.7
FIN000521,CON015,Raj Miller,RG05,2023,3,4192.96,1067.17,5260.13,4000.0,1000.0,5000.0,260.13,105.2,420.81,1257.89,263.01,234.49,480.23,2656.43,4779.9,2603.7,49.5
FIN000522,CON015,Raj Miller,RG05,2023,4,3756.72,1299.76,5056.48,4000.0,1000.0,5000.0,56.48,101.1,404.52,1127.02,252.82,487.55,584.89,2856.8,4471.59,2199.68,43.5
FIN000523,CON015,Raj Miller,RG05,2023,5,4146.25,1161.5,5307.75,4000.0,1000.0,5000.0,307.75,106.2,424.62,1243.88,265.39,529.34,522.68,2985.91,4785.07,2321.84,43.7
FIN000524,CON015,Raj Miller,RG05,2023,6,3599.37,1386.1,4985.47,4320.0,1080.0,5400.0,-414.53,92.3,398.84,1079.81,249.27,456.94,623.75,2808.61,4361.72,2176.86,43.7
FIN000525,CON015,Raj Miller,RG05,2023,7,4330.75,1196.71,5527.46,4320.0,1080.0,5400.0,127.46,102.4,442.2,1299.22,276.37,337.81,538.52,2894.12,4988.94,2633.34,47.6
FIN000526,CON015,Raj Miller,RG05,2023,8,5162.75,1261.61,6424.36,4320.0,1080.0,5400.0,1024.36,119.0,513.95,1548.83,321.22,455.92,567.72,3407.64,5856.64,3016.72,47.0
